xref,dname,gid,did,g,d
C0004096,Asthma,6647,DOID:2841,6702,3581
C0004096,Asthma,6701,DOID:2841,17216,3581
C0004096,Asthma,7040,DOID:2841,5887,3581
C0004096,Asthma,7078,DOID:2841,14103,3581
C0004096,Asthma,7096,DOID:2841,13470,3581
C0004096,Asthma,7124,DOID:2841,17192,3581
C0004096,Asthma,7145,DOID:2841,1604,3581
C0004096,Asthma,7356,DOID:2841,16329,3581
C0004096,Asthma,7422,DOID:2841,3879,3581
C0004096,Asthma,7941,DOID:2841,1156,3581
C0004096,Asthma,847,DOID:2841,11496,3581
C0004096,Asthma,85480,DOID:2841,15480,3581
C0004096,Asthma,8809,DOID:2841,17925,3581
C0004096,Asthma,8989,DOID:2841,13427,3581
C0004096,Asthma,90865,DOID:2841,10741,3581
C0004096,Asthma,9173,DOID:2841,15736,3581
C0004096,Asthma,929,DOID:2841,15389,3581
C0004096,Asthma,94103,DOID:2841,10510,3581
C0004096,Asthma,9547,DOID:2841,12797,3581
C0037286,Skin Neoplasms,1050,DOID:3165,7240,3746
C0037286,Skin Neoplasms,1440,DOID:3165,2306,3746
C0037286,Skin Neoplasms,1457,DOID:3165,11292,3746
C0037286,Skin Neoplasms,1459,DOID:3165,11298,3746
C0037286,Skin Neoplasms,1460,DOID:3165,2965,3746
C0037286,Skin Neoplasms,2066,DOID:3165,13405,3746
C0037286,Skin Neoplasms,2068,DOID:3165,13391,3746
C0037286,Skin Neoplasms,207,DOID:3165,11066,3746
C0037286,Skin Neoplasms,2185,DOID:3165,1072,3746
C0037286,Skin Neoplasms,2321,DOID:3165,16516,3746
C0037286,Skin Neoplasms,25913,DOID:3165,13241,3746
C0037286,Skin Neoplasms,2697,DOID:3165,9856,3746
C0037286,Skin Neoplasms,2706,DOID:3165,10767,3746
C0037286,Skin Neoplasms,2709,DOID:3165,1784,3746
C0037286,Skin Neoplasms,2736,DOID:3165,10170,3746
C0037286,Skin Neoplasms,2993,DOID:3165,14726,3746
C0037286,Skin Neoplasms,3091,DOID:3165,8305,3746
C0037286,Skin Neoplasms,326,DOID:3165,13267,3746
C0037286,Skin Neoplasms,3265,DOID:3165,2699,3746
C0037286,Skin Neoplasms,338442,DOID:3165,4015,3746
C0037286,Skin Neoplasms,3480,DOID:3165,15718,3746
C0037286,Skin Neoplasms,3552,DOID:3165,16862,3746
C0037286,Skin Neoplasms,360,DOID:3165,14507,3746
C0037286,Skin Neoplasms,3713,DOID:3165,8771,3746
C0037286,Skin Neoplasms,3848,DOID:3165,16214,3746
C0037286,Skin Neoplasms,3858,DOID:3165,4919,3746
C0037286,Skin Neoplasms,3872,DOID:3165,6309,3746
C0037286,Skin Neoplasms,4014,DOID:3165,13579,3746
C0037286,Skin Neoplasms,4318,DOID:3165,7270,3746
C0037286,Skin Neoplasms,434,DOID:3165,5984,3746
C0037286,Skin Neoplasms,4780,DOID:3165,2370,3746
C0037286,Skin Neoplasms,4878,DOID:3165,11227,3746
C0037286,Skin Neoplasms,4953,DOID:3165,16035,3746
C0037286,Skin Neoplasms,5467,DOID:3165,16154,3746
C0037286,Skin Neoplasms,5727,DOID:3165,2652,3746
C0037286,Skin Neoplasms,5743,DOID:3165,7319,3746
C0037286,Skin Neoplasms,5970,DOID:3165,7728,3746
C0037286,Skin Neoplasms,6608,DOID:3165,10883,3746
C0037286,Skin Neoplasms,6648,DOID:3165,6698,3746
C0037286,Skin Neoplasms,6667,DOID:3165,7000,3746
C0037286,Skin Neoplasms,7040,DOID:3165,5887,3746
C0037286,Skin Neoplasms,7046,DOID:3165,5885,3746
C0037286,Skin Neoplasms,7157,DOID:3165,11242,3746
C0037286,Skin Neoplasms,7299,DOID:3165,3129,3746
C0037286,Skin Neoplasms,7507,DOID:3165,7523,3746
C0037286,Skin Neoplasms,7517,DOID:3165,13894,3746
C0037286,Skin Neoplasms,841,DOID:3165,16428,3746
C0037286,Skin Neoplasms,843,DOID:3165,12946,3746
C0037286,Skin Neoplasms,8843,DOID:3165,551,3746
C0002395,Alzheimer's Disease,10082,DOID:10652,5268,1511
C0002395,Alzheimer's Disease,10347,DOID:10652,8876,1511
C0002395,Alzheimer's Disease,10418,DOID:10652,18517,1511
C0002395,Alzheimer's Disease,10452,DOID:10652,3515,1511
C0002395,Alzheimer's Disease,10658,DOID:10652,12055,1511
C0002395,Alzheimer's Disease,10659,DOID:10652,18134,1511
C0002395,Alzheimer's Disease,10858,DOID:10652,8051,1511
C0002395,Alzheimer's Disease,10979,DOID:10652,8913,1511
C0002395,Alzheimer's Disease,1139,DOID:10652,1586,1511
C0002395,Alzheimer's Disease,1141,DOID:10652,9726,1511
C0002395,Alzheimer's Disease,114876,DOID:10652,5318,1511
C0002395,Alzheimer's Disease,1191,DOID:10652,4957,1511
C0002395,Alzheimer's Disease,1200,DOID:10652,17013,1511
C0002395,Alzheimer's Disease,121601,DOID:10652,11802,1511
C0002395,Alzheimer's Disease,123041,DOID:10652,3916,1511
C0002395,Alzheimer's Disease,137682,DOID:10652,14712,1511
C0002395,Alzheimer's Disease,1378,DOID:10652,14165,1511
C0002395,Alzheimer's Disease,1392,DOID:10652,14773,1511
C0002395,Alzheimer's Disease,1471,DOID:10652,11901,1511
C0002395,Alzheimer's Disease,1496,DOID:10652,14957,1511
C0002395,Alzheimer's Disease,154215,DOID:10652,18975,1511
C0002395,Alzheimer's Disease,1565,DOID:10652,15949,1511
C0002395,Alzheimer's Disease,161,DOID:10652,10141,1511
C0002395,Alzheimer's Disease,1636,DOID:10652,13743,1511
C0002395,Alzheimer's Disease,1657,DOID:10652,13134,1511
C0002395,Alzheimer's Disease,168667,DOID:10652,9901,1511
C0002395,Alzheimer's Disease,1718,DOID:10652,9360,1511
C0002395,Alzheimer's Disease,1808,DOID:10652,14915,1511
C0002395,Alzheimer's Disease,196051,DOID:10652,8700,1511
C0002395,Alzheimer's Disease,1965,DOID:10652,14352,1511
C0002395,Alzheimer's Disease,2,DOID:10652,1651,1511
C0002395,Alzheimer's Disease,2023,DOID:10652,12140,1511
C0002395,Alzheimer's Disease,2041,DOID:10652,14006,1511
C0002395,Alzheimer's Disease,2099,DOID:10652,6424,1511
C0002395,Alzheimer's Disease,2147,DOID:10652,15506,1511
C0002395,Alzheimer's Disease,2185,DOID:10652,1072,1511
C0002395,Alzheimer's Disease,222255,DOID:10652,16098,1511
C0002395,Alzheimer's Disease,22976,DOID:10652,14800,1511
C0002395,Alzheimer's Disease,23026,DOID:10652,11912,1511
C0002395,Alzheimer's Disease,23072,DOID:10652,5519,1511
C0002395,Alzheimer's Disease,23215,DOID:10652,11611,1511
C0002395,Alzheimer's Disease,23237,DOID:10652,10997,1511
C0002395,Alzheimer's Disease,23385,DOID:10652,1011,1511
C0002395,Alzheimer's Disease,23413,DOID:10652,3061,1511
C0002395,Alzheimer's Disease,23607,DOID:10652,14430,1511
C0002395,Alzheimer's Disease,23621,DOID:10652,13851,1511
C0002395,Alzheimer's Disease,2567,DOID:10652,12380,1511
C0002395,Alzheimer's Disease,25902,DOID:10652,3716,1511
C0002395,Alzheimer's Disease,26330,DOID:10652,3397,1511
C0002395,Alzheimer's Disease,267,DOID:10652,9105,1511
C0002395,Alzheimer's Disease,27115,DOID:10652,6678,1511
C0002395,Alzheimer's Disease,27328,DOID:10652,18805,1511
C0002395,Alzheimer's Disease,274,DOID:10652,502,1511
C0002395,Alzheimer's Disease,28969,DOID:10652,14158,1511
C0002395,Alzheimer's Disease,2932,DOID:10652,17325,1511
C0002395,Alzheimer's Disease,29780,DOID:10652,17363,1511
C0002395,Alzheimer's Disease,29949,DOID:10652,4246,1511
C0002395,Alzheimer's Disease,3077,DOID:10652,7910,1511
C0002395,Alzheimer's Disease,3162,DOID:10652,17355,1511
C0002395,Alzheimer's Disease,323,DOID:10652,13264,1511
C0002395,Alzheimer's Disease,338645,DOID:10652,15266,1511
C0002395,Alzheimer's Disease,341,DOID:10652,1381,1511
C0002395,Alzheimer's Disease,3416,DOID:10652,4154,1511
C0002395,Alzheimer's Disease,343641,DOID:10652,18736,1511
C0002395,Alzheimer's Disease,344148,DOID:10652,1031,1511
C0002395,Alzheimer's Disease,3479,DOID:10652,1857,1511
C0002395,Alzheimer's Disease,348,DOID:10652,13902,1511
C0002395,Alzheimer's Disease,3480,DOID:10652,15718,1511
C0002395,Alzheimer's Disease,3481,DOID:10652,15717,1511
C0002395,Alzheimer's Disease,3482,DOID:10652,15720,1511
C0002395,Alzheimer's Disease,351,DOID:10652,4394,1511
C0002395,Alzheimer's Disease,3553,DOID:10652,16861,1511
C0002395,Alzheimer's Disease,3630,DOID:10652,12977,1511
C0002395,Alzheimer's Disease,3635,DOID:10652,12974,1511
C0002395,Alzheimer's Disease,3643,DOID:10652,2118,1511
C0002395,Alzheimer's Disease,388325,DOID:10652,18476,1511
C0002395,Alzheimer's Disease,3952,DOID:10652,3344,1511
C0002395,Alzheimer's Disease,4129,DOID:10652,7667,1511
C0002395,Alzheimer's Disease,4137,DOID:10652,16204,1511
C0002395,Alzheimer's Disease,4299,DOID:10652,6042,1511
C0002395,Alzheimer's Disease,43,DOID:10652,13829,1511
C0002395,Alzheimer's Disease,4321,DOID:10652,16909,1511
C0002395,Alzheimer's Disease,4336,DOID:10652,7929,1511
C0002395,Alzheimer's Disease,4353,DOID:10652,5962,1511
C0002395,Alzheimer's Disease,4524,DOID:10652,14593,1511
C0002395,Alzheimer's Disease,4535,DOID:10652,9912,1511
C0002395,Alzheimer's Disease,4846,DOID:10652,3209,1511
C0002395,Alzheimer's Disease,4852,DOID:10652,12759,1511
C0002395,Alzheimer's Disease,498,DOID:10652,2656,1511
C0002395,Alzheimer's Disease,51338,DOID:10652,17945,1511
C0002395,Alzheimer's Disease,5328,DOID:10652,17337,1511
C0002395,Alzheimer's Disease,54205,DOID:10652,1525,1511
C0002395,Alzheimer's Disease,54209,DOID:10652,1522,1511
C0002395,Alzheimer's Disease,54498,DOID:10652,17782,1511
C0002395,Alzheimer's Disease,5468,DOID:10652,16162,1511
C0002395,Alzheimer's Disease,54798,DOID:10652,15803,1511
C0002395,Alzheimer's Disease,54828,DOID:10652,15774,1511
C0002395,Alzheimer's Disease,55063,DOID:10652,1445,1511
C0002395,Alzheimer's Disease,55351,DOID:10652,17948,1511
C0002395,Alzheimer's Disease,55676,DOID:10652,11373,1511
C0002395,Alzheimer's Disease,55691,DOID:10652,6694,1511
C0002395,Alzheimer's Disease,5621,DOID:10652,9673,1511
C0002395,Alzheimer's Disease,5649,DOID:10652,11588,1511
C0002395,Alzheimer's Disease,5663,DOID:10652,10964,1511
C0002395,Alzheimer's Disease,5664,DOID:10652,10968,1511
C0002395,Alzheimer's Disease,56776,DOID:10652,1882,1511
C0002395,Alzheimer's Disease,5697,DOID:10652,16210,1511
C0002395,Alzheimer's Disease,57091,DOID:10652,19007,1511
C0002395,Alzheimer's Disease,57569,DOID:10652,18536,1511
C0002395,Alzheimer's Disease,57687,DOID:10652,15438,1511
C0002395,Alzheimer's Disease,581,DOID:10652,4794,1511
C0002395,Alzheimer's Disease,5819,DOID:10652,10712,1511
C0002395,Alzheimer's Disease,590,DOID:10652,3593,1511
C0002395,Alzheimer's Disease,596,DOID:10652,3599,1511
C0002395,Alzheimer's Disease,60412,DOID:10652,12400,1511
C0002395,Alzheimer's Disease,627,DOID:10652,6266,1511
C0002395,Alzheimer's Disease,642,DOID:10652,12441,1511
C0002395,Alzheimer's Disease,64231,DOID:10652,2857,1511
C0002395,Alzheimer's Disease,64478,DOID:10652,18169,1511
C0002395,Alzheimer's Disease,6517,DOID:10652,5667,1511
C0002395,Alzheimer's Disease,6648,DOID:10652,6698,1511
C0002395,Alzheimer's Disease,6653,DOID:10652,15969,1511
C0002395,Alzheimer's Disease,7018,DOID:10652,15788,1511
C0002395,Alzheimer's Disease,7019,DOID:10652,15789,1511
C0002395,Alzheimer's Disease,7124,DOID:10652,17192,1511
C0002395,Alzheimer's Disease,7167,DOID:10652,2264,1511
C0002395,Alzheimer's Disease,7422,DOID:10652,3879,1511
C0002395,Alzheimer's Disease,7447,DOID:10652,3874,1511
C0002395,Alzheimer's Disease,7782,DOID:10652,15283,1511
C0002395,Alzheimer's Disease,79660,DOID:10652,12848,1511
C0002395,Alzheimer's Disease,79685,DOID:10652,16921,1511
C0002395,Alzheimer's Disease,79722,DOID:10652,555,1511
C0002395,Alzheimer's Disease,79789,DOID:10652,6239,1511
C0002395,Alzheimer's Disease,801,DOID:10652,10245,1511
C0002395,Alzheimer's Disease,80320,DOID:10652,17107,1511
C0002395,Alzheimer's Disease,8301,DOID:10652,11667,1511
C0002395,Alzheimer's Disease,836,DOID:10652,11079,1511
C0002395,Alzheimer's Disease,84466,DOID:10652,17701,1511
C0002395,Alzheimer's Disease,84888,DOID:10652,17834,1511
C0002395,Alzheimer's Disease,8738,DOID:10652,1289,1511
C0002395,Alzheimer's Disease,8878,DOID:10652,10865,1511
C0002395,Alzheimer's Disease,8913,DOID:10652,542,1511
C0002395,Alzheimer's Disease,9019,DOID:10652,15261,1511
C0002395,Alzheimer's Disease,932,DOID:10652,16745,1511
C0002395,Alzheimer's Disease,9325,DOID:10652,4869,1511
C0002395,Alzheimer's Disease,945,DOID:10652,13030,1511
C0002395,Alzheimer's Disease,9498,DOID:10652,11448,1511
C0002395,Alzheimer's Disease,9705,DOID:10652,18150,1511
C0002395,Alzheimer's Disease,9844,DOID:10652,8292,1511
C0002395,Alzheimer's Disease,9846,DOID:10652,8291,1511
C0268237,Cytochrome-c Oxidase Deficiency,100131801,DOID:3762,7749,4093
C0268237,Cytochrome-c Oxidase Deficiency,116228,DOID:3762,8147,4093
C0268237,Cytochrome-c Oxidase Deficiency,1340,DOID:3762,5035,4093
C0268237,Cytochrome-c Oxidase Deficiency,1352,DOID:3762,13492,4093
C0268237,Cytochrome-c Oxidase Deficiency,22868,DOID:3762,9192,4093
C0268237,Cytochrome-c Oxidase Deficiency,28958,DOID:3762,4026,4093
C0268237,Cytochrome-c Oxidase Deficiency,4512,DOID:3762,5782,4093
C0268237,Cytochrome-c Oxidase Deficiency,4513,DOID:3762,5783,4093
C0268237,Cytochrome-c Oxidase Deficiency,4514,DOID:3762,5786,4093
C0268237,Cytochrome-c Oxidase Deficiency,51204,DOID:3762,16242,4093
C0268237,Cytochrome-c Oxidase Deficiency,6341,DOID:3762,14865,4093
C0268237,Cytochrome-c Oxidase Deficiency,6834,DOID:3762,17500,4093
C0268237,Cytochrome-c Oxidase Deficiency,84334,DOID:3762,13629,4093
C0268237,Cytochrome-c Oxidase Deficiency,84987,DOID:3762,17032,4093
C0268237,Cytochrome-c Oxidase Deficiency,9997,DOID:3762,14751,4093
C0035304,Retinal Degeneration,1356,DOID:8466,13495,6305
C0035304,Retinal Degeneration,1406,DOID:8466,3630,6305
C0035304,Retinal Degeneration,145226,DOID:8466,17218,6305
C0035304,Retinal Degeneration,23322,DOID:8466,16958,6305
C0035304,Retinal Degeneration,2668,DOID:8466,17316,6305
C0035304,Retinal Degeneration,4901,DOID:8466,8790,6305
C0035304,Retinal Degeneration,5158,DOID:8466,17461,6305
C0035304,Retinal Degeneration,54806,DOID:8466,16340,6305
C0035304,Retinal Degeneration,57560,DOID:8466,6333,6305
C0035304,Retinal Degeneration,596,DOID:8466,3599,6305
C0035304,Retinal Degeneration,6010,DOID:8466,9113,6305
C0035304,Retinal Degeneration,6103,DOID:8466,3758,6305
C0035304,Retinal Degeneration,64802,DOID:8466,6368,6305
C0035304,Retinal Degeneration,6647,DOID:8466,6702,6305
C0035304,Retinal Degeneration,84839,DOID:8466,6355,6305
C0035309,Retinal Diseases,100506658,DOID:5679,4795,5173
C0035309,Retinal Diseases,10806,DOID:5679,15977,5173
C0035309,Retinal Diseases,1103,DOID:5679,11294,5173
C0035309,Retinal Diseases,1297,DOID:5679,17248,5173
C0035309,Retinal Diseases,23411,DOID:5679,3059,5173
C0035309,Retinal Diseases,30813,DOID:5679,11821,5173
C0035309,Retinal Diseases,3162,DOID:5679,17355,5173
C0035309,Retinal Diseases,3383,DOID:5679,3617,5173
C0035309,Retinal Diseases,3440,DOID:5679,16490,5173
C0035309,Retinal Diseases,4318,DOID:5679,7270,5173
C0035309,Retinal Diseases,4543,DOID:5679,16267,5173
C0035309,Retinal Diseases,4843,DOID:5679,3214,5173
C0035309,Retinal Diseases,5155,DOID:5679,17466,5173
C0035309,Retinal Diseases,5311,DOID:5679,8575,5173
C0035309,Retinal Diseases,5788,DOID:5679,3408,5173
C0035309,Retinal Diseases,7070,DOID:5679,14109,5173
C0035309,Retinal Diseases,7124,DOID:5679,17192,5173
C0035309,Retinal Diseases,7274,DOID:5679,18559,5173
C0035309,Retinal Diseases,7422,DOID:5679,3879,5173
C0035309,Retinal Diseases,7431,DOID:5679,16507,5173
C0035309,Retinal Diseases,8322,DOID:5679,12302,5173
C0011616,Contact Dermatitis,10850,DOID:2773,8047,3552
C0011616,Contact Dermatitis,11004,DOID:2773,5968,3552
C0011616,Contact Dermatitis,1230,DOID:2773,15018,3552
C0011616,Contact Dermatitis,1394,DOID:2773,14771,3552
C0011616,Contact Dermatitis,1490,DOID:2773,14951,3552
C0011616,Contact Dermatitis,1520,DOID:2773,10551,3552
C0011616,Contact Dermatitis,1543,DOID:2773,604,3552
C0011616,Contact Dermatitis,1545,DOID:2773,602,3552
C0011616,Contact Dermatitis,1646,DOID:2773,4226,3552
C0011616,Contact Dermatitis,1649,DOID:2773,4233,3552
C0011616,Contact Dermatitis,1672,DOID:2773,12519,3552
C0011616,Contact Dermatitis,1728,DOID:2773,1889,3552
C0011616,Contact Dermatitis,1843,DOID:2773,16022,3552
C0011616,Contact Dermatitis,196,DOID:2773,2434,3552
C0011616,Contact Dermatitis,2167,DOID:2773,16036,3552
C0011616,Contact Dermatitis,2312,DOID:2773,9414,3552
C0011616,Contact Dermatitis,2315,DOID:2773,17780,3552
C0011616,Contact Dermatitis,23657,DOID:2773,6270,3552
C0011616,Contact Dermatitis,2495,DOID:2773,16694,3552
C0011616,Contact Dermatitis,2539,DOID:2773,1475,3552
C0011616,Contact Dermatitis,2720,DOID:2773,1150,3552
C0011616,Contact Dermatitis,2729,DOID:2773,1152,3552
C0011616,Contact Dermatitis,2833,DOID:2773,13152,3552
C0011616,Contact Dermatitis,2936,DOID:2773,17321,3552
C0011616,Contact Dermatitis,2937,DOID:2773,17322,3552
C0011616,Contact Dermatitis,2950,DOID:2773,15833,3552
C0011616,Contact Dermatitis,3084,DOID:2773,17183,3552
C0011616,Contact Dermatitis,30968,DOID:2773,6059,3552
C0011616,Contact Dermatitis,3108,DOID:2773,15863,3552
C0011616,Contact Dermatitis,3162,DOID:2773,17355,3552
C0011616,Contact Dermatitis,3315,DOID:2773,15553,3552
C0011616,Contact Dermatitis,3320,DOID:2773,5565,3552
C0011616,Contact Dermatitis,3485,DOID:2773,15721,3552
C0011616,Contact Dermatitis,3489,DOID:2773,15714,3552
C0011616,Contact Dermatitis,3606,DOID:2773,3415,3552
C0011616,Contact Dermatitis,3621,DOID:2773,4070,3552
C0011616,Contact Dermatitis,3849,DOID:2773,16213,3552
C0011616,Contact Dermatitis,3851,DOID:2773,7027,3552
C0011616,Contact Dermatitis,3858,DOID:2773,4919,3552
C0011616,Contact Dermatitis,3934,DOID:2773,17957,3552
C0011616,Contact Dermatitis,4317,DOID:2773,7269,3552
C0011616,Contact Dermatitis,4319,DOID:2773,7271,3552
C0011616,Contact Dermatitis,4835,DOID:2773,14594,3552
C0011616,Contact Dermatitis,5008,DOID:2773,11770,3552
C0011616,Contact Dermatitis,51311,DOID:2773,11369,3552
C0011616,Contact Dermatitis,5266,DOID:2773,1244,3552
C0011616,Contact Dermatitis,54578,DOID:2773,14666,3552
C0011616,Contact Dermatitis,54658,DOID:2773,1876,3552
C0011616,Contact Dermatitis,57016,DOID:2773,5336,3552
C0011616,Contact Dermatitis,5718,DOID:2773,652,3552
C0011616,Contact Dermatitis,596,DOID:2773,3599,3552
C0011616,Contact Dermatitis,6279,DOID:2773,2490,3552
C0011616,Contact Dermatitis,6288,DOID:2773,12079,3552
C0011616,Contact Dermatitis,6317,DOID:2773,4165,3552
C0011616,Contact Dermatitis,6318,DOID:2773,4168,3552
C0011616,Contact Dermatitis,6647,DOID:2773,6702,3552
C0011616,Contact Dermatitis,6649,DOID:2773,6699,3552
C0011616,Contact Dermatitis,7099,DOID:2773,13479,3552
C0011616,Contact Dermatitis,7177,DOID:2773,11864,3552
C0011616,Contact Dermatitis,7295,DOID:2773,17527,3552
C0011616,Contact Dermatitis,7296,DOID:2773,3126,3552
C0011616,Contact Dermatitis,7422,DOID:2773,3879,3552
C0011616,Contact Dermatitis,841,DOID:2773,16428,3552
C0011616,Contact Dermatitis,8544,DOID:2773,281,3552
C0011616,Contact Dermatitis,8744,DOID:2773,8936,3552
C0011616,Contact Dermatitis,9076,DOID:2773,16843,3552
C0011616,Contact Dermatitis,942,DOID:2773,13031,3552
C0011616,Contact Dermatitis,9547,DOID:2773,12797,3552
C0011616,Contact Dermatitis,9588,DOID:2773,16332,3552
C0011616,Contact Dermatitis,960,DOID:2773,12406,3552
C0011616,Contact Dermatitis,9759,DOID:2773,534,3552
C0011615,"Dermatitis, Atopic",11127,DOID:3310,10919,3836
C0011615,"Dermatitis, Atopic",1232,DOID:3310,15019,3836
C0011615,"Dermatitis, Atopic",1234,DOID:3310,15014,3836
C0011615,"Dermatitis, Atopic",129446,DOID:3310,17342,3836
C0011615,"Dermatitis, Atopic",151887,DOID:3310,18235,3836
C0011615,"Dermatitis, Atopic",22891,DOID:3310,16380,3836
C0011615,"Dermatitis, Atopic",2312,DOID:3310,9414,3836
C0011615,"Dermatitis, Atopic",2720,DOID:3310,1150,3836
C0011615,"Dermatitis, Atopic",282617,DOID:3310,14840,3836
C0011615,"Dermatitis, Atopic",2833,DOID:3310,13152,3836
C0011615,"Dermatitis, Atopic",284382,DOID:3310,16139,3836
C0011615,"Dermatitis, Atopic",3106,DOID:3310,15867,3836
C0011615,"Dermatitis, Atopic",3458,DOID:3310,2530,3836
C0011615,"Dermatitis, Atopic",3553,DOID:3310,16861,3836
C0011615,"Dermatitis, Atopic",3565,DOID:3310,8531,3836
C0011615,"Dermatitis, Atopic",3567,DOID:3310,8529,3836
C0011615,"Dermatitis, Atopic",3569,DOID:3310,8535,3836
C0011615,"Dermatitis, Atopic",3586,DOID:3310,11765,3836
C0011615,"Dermatitis, Atopic",3596,DOID:3310,2803,3836
C0011615,"Dermatitis, Atopic",3627,DOID:3310,4076,3836
C0011615,"Dermatitis, Atopic",386653,DOID:3310,2141,3836
C0011615,"Dermatitis, Atopic",5017,DOID:3310,2147,3836
C0011615,"Dermatitis, Atopic",5089,DOID:3310,9191,3836
C0011615,"Dermatitis, Atopic",5465,DOID:3310,14955,3836
C0011615,"Dermatitis, Atopic",54778,DOID:3310,14063,3836
C0011615,"Dermatitis, Atopic",5599,DOID:3310,2994,3836
C0011615,"Dermatitis, Atopic",56946,DOID:3310,1124,3836
C0011615,"Dermatitis, Atopic",6279,DOID:3310,2490,3836
C0011615,"Dermatitis, Atopic",6352,DOID:3310,5471,3836
C0011615,"Dermatitis, Atopic",6356,DOID:3310,5467,3836
C0011615,"Dermatitis, Atopic",6361,DOID:3310,14274,3836
C0011615,"Dermatitis, Atopic",6367,DOID:3310,14276,3836
C0011615,"Dermatitis, Atopic",6369,DOID:3310,14268,3836
C0011615,"Dermatitis, Atopic",63940,DOID:3310,17010,3836
C0011615,"Dermatitis, Atopic",6401,DOID:3310,11002,3836
C0011615,"Dermatitis, Atopic",6556,DOID:3310,4345,3836
C0011615,"Dermatitis, Atopic",6778,DOID:3310,703,3836
C0011615,"Dermatitis, Atopic",7148,DOID:3310,1600,3836
C0011615,"Dermatitis, Atopic",84433,DOID:3310,8216,3836
C0011615,"Dermatitis, Atopic",85480,DOID:3310,15480,3836
C0011615,"Dermatitis, Atopic",8809,DOID:3310,17925,3836
C0011615,"Dermatitis, Atopic",8875,DOID:3310,10860,3836
C0011615,"Dermatitis, Atopic",8876,DOID:3310,9121,3836
C0011615,"Dermatitis, Atopic",90865,DOID:3310,10741,3836
C0010068,Coronary heart disease,100048912,DOID:3393,19068,3894
C0010068,Coronary heart disease,11173,DOID:3393,17946,3894
C0010068,Coronary heart disease,136991,DOID:3393,4414,3894
C0010068,Coronary heart disease,148738,DOID:3393,5947,3894
C0010068,Coronary heart disease,1524,DOID:3393,16708,3894
C0010068,Coronary heart disease,1636,DOID:3393,13743,3894
C0010068,Coronary heart disease,1952,DOID:3393,6162,3894
C0010068,Coronary heart disease,2100,DOID:3393,16586,3894
C0010068,Coronary heart disease,217,DOID:3393,12204,3894
C0010068,Coronary heart disease,221692,DOID:3393,18212,3894
C0010068,Coronary heart disease,22808,DOID:3393,9839,3894
C0010068,Coronary heart disease,2321,DOID:3393,16516,3894
C0010068,Coronary heart disease,23293,DOID:3393,14168,3894
C0010068,Coronary heart disease,23294,DOID:3393,14167,3894
C0010068,Coronary heart disease,23316,DOID:3393,8005,3894
C0010068,Coronary heart disease,25902,DOID:3393,3716,3894
C0010068,Coronary heart disease,283450,DOID:3393,15727,3894
C0010068,Coronary heart disease,338,DOID:3393,3675,3894
C0010068,Coronary heart disease,345,DOID:3393,13895,3894
C0010068,Coronary heart disease,348,DOID:3393,13902,3894
C0010068,Coronary heart disease,3570,DOID:3393,1027,3894
C0010068,Coronary heart disease,375056,DOID:3393,15864,3894
C0010068,Coronary heart disease,3949,DOID:3393,12278,3894
C0010068,Coronary heart disease,3988,DOID:3393,13584,3894
C0010068,Coronary heart disease,4018,DOID:3393,13572,3894
C0010068,Coronary heart disease,4023,DOID:3393,4716,3894
C0010068,Coronary heart disease,4088,DOID:3393,6622,3894
C0010068,Coronary heart disease,4524,DOID:3393,14593,3894
C0010068,Coronary heart disease,4633,DOID:3393,10089,3894
C0010068,Coronary heart disease,4660,DOID:3393,17048,3894
C0010068,Coronary heart disease,490,DOID:3393,2664,3894
C0010068,Coronary heart disease,51530,DOID:3393,14226,3894
C0010068,Coronary heart disease,5175,DOID:3393,17954,3894
C0010068,Coronary heart disease,5328,DOID:3393,17337,3894
C0010068,Coronary heart disease,5444,DOID:3393,14393,3894
C0010068,Coronary heart disease,54805,DOID:3393,11394,3894
C0010068,Coronary heart disease,55219,DOID:3393,15660,3894
C0010068,Coronary heart disease,55351,DOID:3393,17948,3894
C0010068,Coronary heart disease,55759,DOID:3393,14194,3894
C0010068,Coronary heart disease,55973,DOID:3393,3749,3894
C0010068,Coronary heart disease,64240,DOID:3393,12433,3894
C0010068,Coronary heart disease,65264,DOID:3393,353,3894
C0010068,Coronary heart disease,6581,DOID:3393,18773,3894
C0010068,Coronary heart disease,6597,DOID:3393,8249,3894
C0010068,Coronary heart disease,6927,DOID:3393,3967,3894
C0010068,Coronary heart disease,6943,DOID:3393,6486,3894
C0010068,Coronary heart disease,79001,DOID:3393,4949,3894
C0010068,Coronary heart disease,7941,DOID:3393,1156,3894
C0010068,Coronary heart disease,80350,DOID:3393,18836,3894
C0010068,Coronary heart disease,80724,DOID:3393,15957,3894
C0010068,Coronary heart disease,84439,DOID:3393,17788,3894
C0010068,Coronary heart disease,84722,DOID:3393,597,3894
C0010068,Coronary heart disease,8613,DOID:3393,15332,3894
C0010068,Coronary heart disease,8701,DOID:3393,10319,3894
C0010068,Coronary heart disease,8882,DOID:3393,3797,3894
C0010068,Coronary heart disease,91851,DOID:3393,5386,3894
C0010068,Coronary heart disease,948,DOID:3393,13025,3894
C0029456,Osteoporosis,10376,DOID:11476,1159,1825
C0029456,Osteoporosis,10487,DOID:11476,16615,1825
C0029456,Osteoporosis,10576,DOID:11476,531,1825
C0029456,Osteoporosis,10584,DOID:11476,12773,1825
