DOID 1,DOID 2,Disease 1,Disease 2
DOID:2609,DOID:4236,3456,4332
DOID:261,DOID:219,3457,3275
DOID:2614,DOID:2615,3458,3459
DOID:2615,DOID:0060084,3459,719
DOID:2616,DOID:0050622,3460,272
DOID:262,DOID:263,3461,3464
DOID:2621,DOID:1192,3462,1988
DOID:2626,DOID:2615,3463,3459
DOID:263,DOID:3996,3464,4197
DOID:2632,DOID:3112,3465,3711
DOID:2634,DOID:657,3466,5578
DOID:2636,DOID:0060112,3467,744
DOID:2639,DOID:1618,3468,3008
DOID:264,DOID:201,3469,3189
DOID:2640,DOID:2641,3470,3471
DOID:2641,DOID:5207,3471,4876
DOID:2643,DOID:3316,3472,3840
DOID:2645,DOID:0060084,3473,719
DOID:2647,DOID:3350,3474,3864
DOID:2648,DOID:5759,3475,5234
DOID:2649,DOID:201,3476,3189
DOID:265,DOID:672,3477,5638
DOID:2653,DOID:2645,3478,3473
DOID:2656,DOID:1618,3479,3008
DOID:2658,DOID:2660,3480,3481
DOID:2660,DOID:3307,3481,3832
DOID:2661,DOID:2664,3482,3483
DOID:2664,DOID:3165,3483,3746
DOID:2667,DOID:2668,3484,3485
DOID:2668,DOID:201,3485,3189
DOID:2669,DOID:962,3486,6720
DOID:2670,DOID:2615,3487,3459
DOID:2671,DOID:305,3488,3681
DOID:2673,DOID:3116,3489,3714
DOID:2678,DOID:154,3490,2970
DOID:2679,DOID:0060090,3491,725
DOID:268,DOID:0001816,3492,0
DOID:2682,DOID:2615,3493,3459
DOID:2683,DOID:0060084,3494,719
DOID:2685,DOID:3350,3495,3864
DOID:2687,DOID:4159,3496,4291
DOID:2689,DOID:0060073,3497,708
DOID:2691,DOID:461,3498,4540
DOID:2696,DOID:4757,3499,4622
DOID:2697,DOID:731,3500,5868
DOID:2698,DOID:3116,3501,3714
DOID:270,DOID:3571,3502,3978
DOID:2700,DOID:2683,3503,3494
DOID:2701,DOID:0060123,3504,753
DOID:2702,DOID:2703,3505,3506
DOID:2703,DOID:65,3506,5546
DOID:2704,DOID:2706,3507,3509
DOID:2705,DOID:200,3508,3184
DOID:2706,DOID:201,3509,3189
DOID:2708,DOID:841,3510,6274
DOID:271,DOID:254,3511,3422
DOID:2710,DOID:841,3512,6274
DOID:2712,DOID:1529,3513,2968
DOID:2717,DOID:0050737,3514,382
DOID:2718,DOID:1673,3515,3033
DOID:272,DOID:178,3516,3084
DOID:2722,DOID:2723,3517,3518
DOID:2723,DOID:37,3518,4055
DOID:2725,DOID:471,3519,4602
DOID:2729,DOID:37,3520,4055
DOID:2730,DOID:2731,3521,3522
DOID:2731,DOID:37,3522,4055
DOID:2732,DOID:37,3523,4055
DOID:2733,DOID:37,3524,4055
DOID:2734,DOID:161,3525,3004
DOID:2736,DOID:0050736,3526,381
DOID:2738,DOID:0050737,3527,382
DOID:2739,DOID:2741,3528,3529
DOID:2741,DOID:655,3529,5567
DOID:2742,DOID:0050155,3530,52
DOID:2743,DOID:2744,3531,3532
DOID:2744,DOID:557,3532,5104
DOID:2745,DOID:1510,3533,2956
DOID:2746,DOID:2747,3534,3535
DOID:2747,DOID:0050728,3535,373
DOID:2748,DOID:2747,3536,3535
DOID:2749,DOID:2747,3537,3535
DOID:275,DOID:254,3538,3422
DOID:2750,DOID:2747,3539,3535
DOID:2751,DOID:2747,3540,3535
DOID:2752,DOID:2747,3541,3535
DOID:2754,DOID:2747,3542,3535
DOID:2755,DOID:0050338,3543,108
DOID:2762,DOID:184,3544,3115
DOID:2763,DOID:1363,3545,2551
DOID:2764,DOID:1363,3546,2551
DOID:2766,DOID:1363,3547,2551
DOID:2768,DOID:2769,3548,3549
DOID:2769,DOID:0060038,3549,677
DOID:277,DOID:254,3550,3422
DOID:2772,DOID:2773,3551,3552
DOID:2773,DOID:2723,3552,3518
DOID:2775,DOID:2776,3553,3554
DOID:2776,DOID:184,3554,3115
DOID:2780,DOID:1984,3555,3176
DOID:2781,DOID:2782,3556,3557
DOID:2782,DOID:12192,3557,2077
DOID:2784,DOID:1324,3558,2412
DOID:2785,DOID:2786,3559,3560
DOID:2786,DOID:936,3560,6619
DOID:2789,DOID:1398,3561,2675
DOID:2790,DOID:883,3562,6444
DOID:2797,DOID:552,3563,5065
DOID:2799,DOID:3082,3564,3695
DOID:28,DOID:7,3565,5744
DOID:2800,DOID:2797,3566,3563
DOID:2801,DOID:2797,3567,3563
DOID:2810,DOID:850,3568,6319
DOID:2814,DOID:2815,3569,3570
DOID:2815,DOID:338,3570,3886
DOID:2816,DOID:2817,3571,3572
DOID:2817,DOID:562,3572,5136
DOID:2825,DOID:974,3573,6761
DOID:2828,DOID:1949,3574,3164
DOID:2832,DOID:2473,3575,3387
DOID:2833,DOID:2834,3576,3577
DOID:2834,DOID:8432,3577,6285
DOID:2835,DOID:2834,3578,3577
DOID:2838,DOID:2834,3579,3577
DOID:2839,DOID:2834,3580,3577
DOID:2841,DOID:1176,3581,1929
DOID:2842,DOID:2843,3582,3583
DOID:2843,DOID:0050739,3583,384
DOID:2846,DOID:535,3584,4963
DOID:2848,DOID:1596,3585,3000
DOID:285,DOID:1040,3586,1420
DOID:2855,DOID:50,3587,4771
DOID:2856,DOID:50,3588,4771
DOID:2859,DOID:2860,3589,3590
DOID:2860,DOID:589,3590,5304
DOID:2861,DOID:589,3591,5304
DOID:2862,DOID:2978,3592,3639
DOID:2870,DOID:2871,3593,3594
DOID:2871,DOID:1380,3594,2607
DOID:2876,DOID:2600,3595,3453
DOID:2877,DOID:2596,3596,3447
DOID:2879,DOID:1237,3597,2149
DOID:288,DOID:345,3598,3919
DOID:2883,DOID:0060087,3599,722
DOID:2885,DOID:0060087,3600,722
DOID:2887,DOID:0060087,3601,722
DOID:2889,DOID:2742,3602,3530
DOID:289,DOID:229,3603,3316
DOID:2891,DOID:0060089,3604,724
DOID:2892,DOID:2893,3605,3606
DOID:2893,DOID:4362,3606,4406
DOID:2907,DOID:225,3607,3303
DOID:2908,DOID:0050736,3608,381
DOID:2913,DOID:4989,3609,4762
DOID:2914,DOID:7,3610,5744
DOID:2916,DOID:0060056,3611,694
DOID:2917,DOID:2916,3612,3611
DOID:292,DOID:2174,3613,3270
DOID:2920,DOID:2921,3614,3615
DOID:2921,DOID:10952,3615,1619
DOID:2926,DOID:225,3616,3303
DOID:2929,DOID:934,3617,6612
DOID:293,DOID:294,3618,3621
DOID:2934,DOID:934,3619,6612
DOID:2935,DOID:0050737,3620,382
DOID:294,DOID:292,3621,3613
DOID:2942,DOID:850,3622,6319
DOID:2945,DOID:934,3623,6612
DOID:295,DOID:2174,3624,3270
DOID:2951,DOID:2952,3625,3626
DOID:2952,DOID:2742,3626,3530
DOID:2957,DOID:399,3627,4196
DOID:2959,DOID:2115,3628,3240
DOID:296,DOID:294,3629,3621
DOID:2960,DOID:0050736,3630,381
DOID:2962,DOID:0050737,3631,382
DOID:2964,DOID:2965,3632,3633
DOID:2965,DOID:381,3633,4111
DOID:297,DOID:8850,3634,6449
DOID:2972,DOID:2388,3635,3358
DOID:2973,DOID:557,3636,5104
DOID:2975,DOID:557,3637,5104
DOID:2977,DOID:557,3638,5104
DOID:2978,DOID:655,3639,5567
DOID:298,DOID:293,3640,3618
DOID:2981,DOID:557,3641,5104
DOID:2982,DOID:557,3642,5104
DOID:2983,DOID:557,3643,5104
DOID:2986,DOID:2921,3644,3615
DOID:2987,DOID:417,3645,4296
DOID:2988,DOID:417,3646,4296
DOID:299,DOID:305,3647,3681
DOID:2992,DOID:10283,3648,1368
DOID:2994,DOID:0050687,3649,334
DOID:2996,DOID:154,3650,2970
DOID:2997,DOID:4757,3651,4622
DOID:2998,DOID:3856,3652,4132
DOID:2999,DOID:2394,3653,3360
DOID:3001,DOID:120,3654,2007
DOID:3002,DOID:2394,3655,3360
DOID:3003,DOID:0060082,3656,717
DOID:3004,DOID:1612,3657,3005
DOID:3007,DOID:3459,3658,3926
DOID:3008,DOID:3007,3659,3658
DOID:3009,DOID:0060082,3660,717
DOID:3010,DOID:8791,3661,6437
DOID:3011,DOID:1612,3662,3005
DOID:3012,DOID:0050736,3663,381
DOID:3013,DOID:0060082,3664,717
DOID:3016,DOID:1612,3665,3005
DOID:3017,DOID:1612,3666,3005
DOID:302,DOID:303,3667,3672
DOID:3021,DOID:1074,3668,1531
DOID:3024,DOID:2526,3669,3413
DOID:3025,DOID:305,3670,3681
DOID:3029,DOID:234,3671,3332
DOID:303,DOID:150,3672,2953
DOID:3030,DOID:299,3673,3647
DOID:3033,DOID:234,3674,3332
DOID:3038,DOID:234,3675,3332
DOID:3039,DOID:1519,3676,2961
DOID:3042,DOID:2773,3677,3552
DOID:3044,DOID:1205,3678,2019
DOID:3047,DOID:225,3679,3303
DOID:3049,DOID:865,3680,6391
DOID:305,DOID:0050687,3681,334
DOID:3052,DOID:1063,3682,1503
DOID:3055,DOID:0050338,3683,108
DOID:3068,DOID:3069,3684,3685
DOID:3069,DOID:3070,3685,3686
DOID:3070,DOID:0050687,3686,334
DOID:3071,DOID:3068,3687,3684
DOID:3073,DOID:0060108,3688,740
DOID:3074,DOID:3068,3689,3684
DOID:3076,DOID:3069,3690,3685
DOID:3078,DOID:3069,3691,3685
DOID:3079,DOID:3069,3692,3685
DOID:308,DOID:0050702,3693,349
DOID:3081,DOID:1475,3694,2924
DOID:3082,DOID:850,3695,6319
DOID:3083,DOID:2320,3696,3326
DOID:3086,DOID:1483,3697,2946
DOID:3087,DOID:1483,3698,2946
DOID:3089,DOID:2519,3699,3411
DOID:3093,DOID:0050686,3700,333
DOID:3095,DOID:2994,3701,3649
DOID:3096,DOID:1400,3702,2680
DOID:3098,DOID:201,3703,3189
DOID:310,DOID:890,3704,6464
DOID:3103,DOID:178,3705,3084
DOID:3107,DOID:883,3706,6444
DOID:3108,DOID:883,3707,6444
DOID:3109,DOID:614,3708,5405
DOID:3110,DOID:3111,3709,3710
DOID:3111,DOID:299,3710,3647
DOID:3112,DOID:299,3711,3647
DOID:3113,DOID:305,3712,3681
DOID:3114,DOID:3111,3713,3710
DOID:3116,DOID:731,3714,5868
DOID:3117,DOID:0050624,3715,274
DOID:3118,DOID:77,3716,6036
DOID:3119,DOID:0050686,3717,333
DOID:312,DOID:970,3718,6745
DOID:3120,DOID:0050625,3719,275
DOID:3121,DOID:4607,3720,4538
DOID:3122,DOID:76,3721,5994
DOID:3127,DOID:1285,3722,2285
DOID:3128,DOID:1285,3723,2285
DOID:3132,DOID:3133,3724,3725
DOID:3133,DOID:13268,3725,2422
DOID:3134,DOID:37,3726,4055
DOID:3136,DOID:37,3727,4055
DOID:3137,DOID:37,3728,4055
DOID:3138,DOID:10123,3729,1302
DOID:314,DOID:200,3730,3184
DOID:3140,DOID:37,3731,4055
DOID:3141,DOID:65,3732,5546
DOID:3142,DOID:37,3733,4055
DOID:3144,DOID:37,3734,4055
DOID:3145,DOID:1168,3735,1892
DOID:3146,DOID:655,3736,5567
DOID:3148,DOID:483,3737,4660
DOID:3149,DOID:3151,3738,3740
DOID:315,DOID:0060123,3739,753
DOID:3151,DOID:3451,3740,3921
DOID:3153,DOID:37,3741,4055
DOID:3156,DOID:37,3742,4055
DOID:3158,DOID:37,3743,4055
DOID:3159,DOID:2723,3744,3518
DOID:3162,DOID:1909,3745,3139
DOID:3165,DOID:0060121,3746,751
DOID:3166,DOID:0070004,3747,1163
DOID:3168,DOID:0060084,3748,719
DOID:3172,DOID:2615,3749,3459
DOID:3173,DOID:0060111,3750,743
DOID:3177,DOID:2615,3751,3459
DOID:3178,DOID:3165,3752,3746
DOID:3179,DOID:2615,3753,3459
DOID:318,DOID:319,3754,3761
DOID:3181,DOID:3070,3755,3686
DOID:3183,DOID:3181,3756,3755
DOID:3184,DOID:3185,3757,3758
DOID:3185,DOID:5612,3758,5133
DOID:3186,DOID:3181,3759,3755
DOID:3187,DOID:0060108,3760,740
DOID:319,DOID:331,3761,3835
DOID:3191,DOID:422,3762,4322
DOID:3192,DOID:2001,3763,3186
DOID:3193,DOID:1192,3764,1988
DOID:3196,DOID:3192,3765,3763
DOID:3197,DOID:3198,3766,3767
DOID:3198,DOID:338,3767,3886
DOID:3199,DOID:3200,3768,3770
DOID:320,DOID:319,3769,3761
DOID:3200,DOID:4203,3770,4313
DOID:3201,DOID:3192,3771,3763
DOID:3202,DOID:3192,3772,3763
DOID:3203,DOID:3192,3773,3763
DOID:3204,DOID:3192,3774,3763
DOID:3205,DOID:3192,3775,3763
DOID:3206,DOID:3192,3776,3763
DOID:3209,DOID:2730,3777,3521
DOID:321,DOID:934,3778,6612
DOID:3210,DOID:10579,3779,1472
DOID:3211,DOID:655,3780,5567
DOID:3213,DOID:1289,3781,2292
DOID:3216,DOID:13499,3782,2503
DOID:3218,DOID:7505,3783,5946
DOID:322,DOID:331,3784,3835
DOID:3222,DOID:3223,3785,3786
DOID:3223,DOID:11465,3786,1823
DOID:3225,DOID:974,3787,6761
DOID:3227,DOID:3225,3788,3787
DOID:3229,DOID:76,3789,5994
DOID:3230,DOID:331,3790,3835
DOID:3234,DOID:3620,3791,4009
DOID:3240,DOID:552,3792,5065
DOID:3241,DOID:3240,3793,3792
DOID:3246,DOID:3247,3794,3795
DOID:3247,DOID:4043,3795,4229
DOID:3250,DOID:3247,3796,3795
DOID:3251,DOID:3252,3797,3798
DOID:3252,DOID:4054,3798,4238
DOID:3253,DOID:3254,3799,3800
DOID:3254,DOID:4064,3800,4246
DOID:3255,DOID:3246,3801,3794
DOID:3258,DOID:3259,3802,3803
DOID:3259,DOID:9987,3803,6872
DOID:326,DOID:178,3804,3084
DOID:3260,DOID:3246,3805,3794
DOID:3261,DOID:2959,3806,3628
DOID:3262,DOID:612,3807,5399
DOID:3263,DOID:0050736,3808,381
DOID:3264,DOID:1240,3809,2162
DOID:3265,DOID:3262,3810,3807
DOID:3267,DOID:3269,3811,3812
DOID:3269,DOID:0060112,3812,744
DOID:327,DOID:319,3813,3761
DOID:3274,DOID:10354,3814,1403
DOID:3275,DOID:3277,3815,3816
DOID:3277,DOID:0060083,3816,718
DOID:3278,DOID:3275,3817,3815
DOID:3279,DOID:3275,3818,3815
DOID:3280,DOID:3275,3819,3815
DOID:3281,DOID:3275,3820,3815
DOID:3282,DOID:3275,3821,3815
DOID:3283,DOID:3275,3822,3815
DOID:3284,DOID:3277,3823,3816
DOID:3292,DOID:934,3824,6612
DOID:3298,DOID:934,3825,6612
DOID:3301,DOID:0060084,3826,719
DOID:3302,DOID:3303,3827,3828
DOID:3303,DOID:184,3828,3115
DOID:3304,DOID:2994,3829,3649
DOID:3305,DOID:3306,3830,3831
DOID:3306,DOID:2994,3831,3649
DOID:3307,DOID:3095,3832,3701
DOID:3308,DOID:688,3833,5699
DOID:3309,DOID:2723,3834,3518
DOID:331,DOID:863,3835,6378
DOID:3310,DOID:2723,3836,3518
DOID:3312,DOID:3324,3837,3849
DOID:3314,DOID:0060084,3838,719
DOID:3315,DOID:0060084,3839,719
DOID:3316,DOID:175,3840,3068
DOID:3317,DOID:916,3841,6540
DOID:3318,DOID:3314,3842,3838
DOID:3319,DOID:850,3843,6319
DOID:332,DOID:231,3844,3322
DOID:3320,DOID:3321,3845,3846
DOID:3321,DOID:2368,3846,3350
DOID:3322,DOID:2368,3847,3350
DOID:3323,DOID:3321,3848,3846
DOID:3324,DOID:1561,3849,2978
DOID:3325,DOID:3326,3850,3851
DOID:3326,DOID:2213,3851,3279
DOID:3327,DOID:2234,3852,3296
DOID:3328,DOID:2234,3853,3296
DOID:3329,DOID:0050704,3854,351
DOID:3330,DOID:2234,3855,3296
DOID:3331,DOID:2234,3856,3296
DOID:3332,DOID:1255,3857,2200
DOID:334,DOID:1510,3858,2956
DOID:3341,DOID:0080011,3859,1171
DOID:3342,DOID:0080001,3860,1165
DOID:3343,DOID:3211,3861,3780
DOID:3345,DOID:9455,3862,6653
DOID:3347,DOID:184,3863,3115
DOID:3350,DOID:0050687,3864,334
DOID:3351,DOID:3347,3865,3863
DOID:3352,DOID:3347,3866,3863
DOID:3354,DOID:3347,3867,3863
DOID:3355,DOID:201,3868,3189
DOID:3356,DOID:3347,3869,3863
DOID:3357,DOID:3347,3870,3863
DOID:3360,DOID:3347,3871,3863
DOID:3361,DOID:3347,3872,3863
DOID:3362,DOID:9768,3873,6774
DOID:3367,DOID:3347,3874,3863
DOID:3368,DOID:3369,3875,3876
DOID:3369,DOID:184,3876,3115
DOID:337,DOID:338,3877,3886
DOID:3371,DOID:201,3878,3189
DOID:3372,DOID:3347,3879,3863
DOID:3373,DOID:3374,3880,3881
DOID:3374,DOID:3376,3881,3882
DOID:3376,DOID:3347,3882,3863
DOID:3377,DOID:3378,3883,3884
DOID:3378,DOID:3376,3884,3882
DOID:3379,DOID:3347,3885,3863
DOID:338,DOID:3620,3886,4009
DOID:3381,DOID:3382,3887,3888
DOID:3382,DOID:3939,3888,4173
DOID:3385,DOID:2170,3889,3268
DOID:3388,DOID:1091,3890,1598
DOID:3389,DOID:3390,3891,3893
DOID:339,DOID:3418,3892,3902
DOID:3390,DOID:161,3893,3004
DOID:3393,DOID:0050828,3894,472
DOID:3401,DOID:53,3895,4933
DOID:3405,DOID:75,3896,5941
DOID:3407,DOID:6713,3897,5637
DOID:341,DOID:178,3898,3084
DOID:3410,DOID:3407,3899,3897
DOID:3413,DOID:3211,3900,3780
DOID:3417,DOID:338,3901,3886
DOID:3418,DOID:5656,3902,5161
DOID:3419,DOID:338,3903,3886
DOID:342,DOID:0050828,3904,472
DOID:3421,DOID:338,3905,3886
DOID:3426,DOID:4539,3906,4506
DOID:3428,DOID:633,3907,5483
DOID:3429,DOID:633,3908,5483
DOID:3431,DOID:936,3909,6619
DOID:3436,DOID:9396,3910,6634
DOID:3437,DOID:786,3911,6087
DOID:3443,DOID:3458,3912,3925
DOID:3444,DOID:3445,3913,3914
DOID:3445,DOID:518,3914,4861
DOID:3446,DOID:3447,3915,3916
DOID:3447,DOID:4908,3916,4712
DOID:3448,DOID:3449,3917,3918
DOID:3449,DOID:11615,3918,1874
DOID:345,DOID:229,3919,3316
DOID:3450,DOID:3451,3920,3921
DOID:3451,DOID:4159,3921,4291
DOID:3454,DOID:6713,3922,5637
DOID:3456,DOID:2253,3923,3305
DOID:3457,DOID:0050938,3924,580
DOID:3458,DOID:3459,3925,3926
DOID:3459,DOID:1612,3926,3005
DOID:3463,DOID:0060118,3927,749
DOID:3478,DOID:3479,3928,3929
DOID:3479,DOID:2174,3929,3270
DOID:348,DOID:530,3930,4934
DOID:3480,DOID:5614,3931,5134
DOID:3481,DOID:3482,3932,3933
DOID:3482,DOID:0050338,3933,108
DOID:3486,DOID:37,3934,4055
DOID:3488,DOID:37,3935,4055
DOID:349,DOID:350,3936,3946
DOID:3490,DOID:225,3937,3303
DOID:3491,DOID:14447,3938,2836
DOID:3492,DOID:854,3939,6343
DOID:3493,DOID:299,3940,3647
DOID:3494,DOID:4897,3941,4704
DOID:3495,DOID:4682,3942,4581
DOID:3497,DOID:3498,3943,3944
DOID:3498,DOID:4074,3944,4254
DOID:3499,DOID:3500,3945,3947
DOID:350,DOID:9500,3946,6674
DOID:3500,DOID:4948,3947,4739
DOID:3501,DOID:3502,3948,3949
DOID:3502,DOID:4932,3949,4731
DOID:3503,DOID:3458,3950,3925
DOID:3504,DOID:2526,3951,3413
DOID:3507,DOID:3355,3952,3868
DOID:3508,DOID:557,3953,5104
DOID:3512,DOID:962,3954,6720
DOID:3516,DOID:3355,3955,3868
DOID:3517,DOID:3355,3956,3868
DOID:3520,DOID:3355,3957,3868
DOID:3522,DOID:3523,3958,3959
DOID:3523,DOID:3454,3959,3922
DOID:3525,DOID:3527,3960,3962
DOID:3526,DOID:3454,3961,3922
DOID:3527,DOID:13089,3962,2355
DOID:3528,DOID:3526,3963,3961
DOID:3529,DOID:422,3964,4322
DOID:3530,DOID:649,3965,5539
DOID:3534,DOID:891,3966,6465
DOID:3535,DOID:891,3967,6465
DOID:3540,DOID:3541,3968,3969
DOID:3541,DOID:368,3969,4041
DOID:3542,DOID:3540,3970,3968
DOID:3544,DOID:3540,3971,3968
DOID:3545,DOID:3540,3972,3968
DOID:355,DOID:1115,3973,1691
DOID:3557,DOID:3558,3974,3975
DOID:3558,DOID:8437,3975,6287
DOID:3559,DOID:11239,3976,1736
DOID:3565,DOID:3620,3977,4009
DOID:3571,DOID:3119,3978,3717
DOID:3572,DOID:4193,3979,4306
DOID:3574,DOID:3572,3980,3979
DOID:3575,DOID:3572,3981,3979
DOID:3576,DOID:3572,3982,3979
DOID:3577,DOID:4757,3983,4622
DOID:3578,DOID:0060112,3984,744
DOID:3579,DOID:0060087,3985,722
DOID:3587,DOID:4905,3986,4709
DOID:3590,DOID:4085,3987,4260
DOID:3593,DOID:4085,3988,4260
DOID:3594,DOID:2021,3989,3192
DOID:3596,DOID:3594,3990,3989
DOID:3602,DOID:863,3991,6378
DOID:3603,DOID:3111,3992,3710
DOID:3604,DOID:3605,3993,3994
DOID:3605,DOID:3713,3994,4068
DOID:3606,DOID:3713,3995,4068
DOID:3607,DOID:3608,3996,3997
DOID:3608,DOID:4902,3997,4707
DOID:3609,DOID:3610,3998,4000
DOID:361,DOID:2253,3999,3305
DOID:3610,DOID:3458,4000,3925
DOID:3611,DOID:3612,4001,4002
DOID:3612,DOID:5679,4002,5173
DOID:3613,DOID:10579,4003,1472
DOID:3614,DOID:1924,4004,3147
DOID:3615,DOID:3616,4005,4006
DOID:3616,DOID:3315,4006,3839
DOID:3617,DOID:3618,4007,4008
DOID:3618,DOID:5612,4008,5133
DOID:3620,DOID:3093,4009,3700
DOID:3627,DOID:520,4010,4873
DOID:363,DOID:120,4011,2007
DOID:3633,DOID:3211,4012,3780
DOID:3635,DOID:439,4013,4424
DOID:3637,DOID:5612,4014,5133
DOID:3639,DOID:5612,4015,5133
DOID:3640,DOID:4439,4016,4452
DOID:3641,DOID:5612,4017,5133
DOID:3642,DOID:53,4018,4933
DOID:3643,DOID:3842,4019,4125
DOID:3644,DOID:1659,4020,3027
DOID:3646,DOID:53,4021,4933
DOID:3649,DOID:2978,4022,3639
DOID:365,DOID:18,4023,3099
DOID:3650,DOID:0060158,4024,787
DOID:3651,DOID:2978,4025,3639
DOID:3652,DOID:700,4026,5745
DOID:3659,DOID:3211,4027,3780
DOID:366,DOID:2815,4028,3570
DOID:3660,DOID:3044,4029,3678
DOID:3663,DOID:350,4030,3946
DOID:3664,DOID:2531,4031,3417
DOID:3665,DOID:3663,4032,4030
DOID:3666,DOID:3664,4033,4031
DOID:3669,DOID:2349,4034,3339
DOID:367,DOID:936,4035,6619
DOID:3671,DOID:1483,4036,2946
DOID:3672,DOID:3675,4037,4039
DOID:3674,DOID:3672,4038,4037
DOID:3675,DOID:263,4039,3464
DOID:3677,DOID:850,4040,6319
DOID:368,DOID:1659,4041,3027
DOID:3683,DOID:0050621,4042,271
DOID:3687,DOID:890,4043,6464
DOID:3688,DOID:1289,4044,2292
DOID:3689,DOID:3690,4045,4047
DOID:369,DOID:366,4046,4028
DOID:3690,DOID:574,4047,5219
DOID:3691,DOID:3447,4048,3916
DOID:3692,DOID:0050688,4049,335
DOID:3693,DOID:3502,4050,3949
DOID:3696,DOID:3697,4051,4052
DOID:3697,DOID:11180,4052,1704
DOID:3698,DOID:4896,4053,4703
DOID:3699,DOID:3700,4054,4056
DOID:37,DOID:16,4055,3001
DOID:3700,DOID:5727,4056,5211
DOID:3701,DOID:3702,4057,4058
DOID:3702,DOID:2893,4058,3606
DOID:3703,DOID:2526,4059,3413
DOID:3704,DOID:3706,4060,4062
DOID:3705,DOID:0060111,4061,743
DOID:3706,DOID:1963,4062,3166
DOID:3707,DOID:2870,4063,3593
DOID:3709,DOID:1996,4064,3181
DOID:371,DOID:769,4065,6030
DOID:3710,DOID:3711,4066,4067
DOID:3711,DOID:4007,4067,4205
DOID:3713,DOID:4001,4068,4201
DOID:3716,DOID:6217,4069,5437
DOID:3717,DOID:5517,4070,5062
DOID:3720,DOID:3721,4071,4072
DOID:3721,DOID:6536,4072,5562
DOID:3722,DOID:3721,4073,4072
DOID:3723,DOID:3721,4074,4072
DOID:3728,DOID:3696,4075,4051
DOID:3733,DOID:2789,4076,3561
DOID:3737,DOID:1749,4077,3067
DOID:374,DOID:0060158,4078,787
DOID:3740,DOID:2101,4079,3236
DOID:3741,DOID:3742,4080,4081
DOID:3742,DOID:4007,4081,4205
DOID:3743,DOID:3744,4082,4083
DOID:3744,DOID:2893,4083,3606
DOID:3747,DOID:3748,4084,4085
DOID:3748,DOID:1107,4085,1662
DOID:3749,DOID:3750,4086,4087
DOID:3750,DOID:734,4087,5880
DOID:3751,DOID:3151,4088,3740
DOID:3752,DOID:2876,4089,3595
DOID:3753,DOID:0050737,4090,382
DOID:3755,DOID:2214,4091,3280
DOID:3756,DOID:2214,4092,3280
DOID:3762,DOID:700,4093,5745
DOID:3763,DOID:1923,4094,3146
DOID:3764,DOID:0050736,4095,381
DOID:3765,DOID:1923,4096,3146
DOID:3766,DOID:3767,4097,4098
DOID:3767,DOID:121,4098,2031
DOID:3770,DOID:3082,4099,3695
DOID:3772,DOID:3565,4100,3977
DOID:3773,DOID:3541,4101,3969
DOID:3774,DOID:3070,4102,3686
DOID:3777,DOID:2723,4103,3518
DOID:3781,DOID:1100,4104,1643
DOID:3783,DOID:0050735,4105,380
DOID:379,DOID:2742,4106,3530
DOID:3798,DOID:1532,4107,2969
DOID:3803,DOID:2741,4108,3529
DOID:3805,DOID:161,4109,3004
DOID:3809,DOID:1140,4110,1804
DOID:381,DOID:3342,4111,3860
DOID:3813,DOID:502,4112,4776
DOID:3814,DOID:0060123,4113,753
DOID:3816,DOID:3817,4114,4115
DOID:3817,DOID:5656,4115,5161
DOID:3818,DOID:3159,4116,3744
DOID:3819,DOID:3042,4117,3677
DOID:3821,DOID:3527,4118,3962
DOID:3825,DOID:865,4119,6391
DOID:3827,DOID:10481,4120,1441
DOID:3828,DOID:3829,4121,4122
DOID:3829,DOID:0060089,4122,724
DOID:384,DOID:10273,4123,1367
DOID:3840,DOID:0060090,4124,725
DOID:3842,DOID:1863,4125,3122
DOID:3843,DOID:1659,4126,3027
DOID:3846,DOID:3840,4127,4124
DOID:3847,DOID:3840,4128,4124
DOID:3850,DOID:3316,4129,3840
DOID:3852,DOID:5295,4130,4929
DOID:3855,DOID:0060087,4131,722
DOID:3856,DOID:193,4132,3153
DOID:3857,DOID:0050902,4133,544
DOID:3860,DOID:0060104,4134,738
DOID:3861,DOID:0050902,4135,544
DOID:3864,DOID:0050902,4136,544
DOID:3865,DOID:0060103,4137,737
DOID:3868,DOID:0050902,4138,544
DOID:3869,DOID:0050902,4139,544
DOID:3870,DOID:0060103,4140,737
DOID:3873,DOID:0050902,4141,544
DOID:3875,DOID:864,4142,6384
DOID:3876,DOID:3878,4143,4145
DOID:3877,DOID:5353,4144,4966
DOID:3878,DOID:8440,4145,6290
DOID:3883,DOID:0050736,4146,381
DOID:3890,DOID:3133,4147,3725
DOID:3891,DOID:780,4148,6065
DOID:3892,DOID:657,4149,5578
DOID:3893,DOID:5876,4150,5301
DOID:3895,DOID:5876,4151,5301
DOID:3896,DOID:2664,4152,3483
DOID:3901,DOID:2059,4153,3210
DOID:3904,DOID:1325,4154,2417
DOID:3905,DOID:1324,4155,2412
DOID:3906,DOID:0050621,4156,271
DOID:3907,DOID:3908,4157,4158
DOID:3908,DOID:3905,4158,4155
DOID:3909,DOID:3910,4159,4160
DOID:3910,DOID:3908,4160,4158
DOID:3911,DOID:0050737,4161,382
DOID:3917,DOID:3918,4162,4163
DOID:3918,DOID:0050624,4163,274
DOID:3919,DOID:1795,4164,3095
DOID:3923,DOID:3153,4165,3741
DOID:3924,DOID:1324,4166,2412
